airtableId,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate,MissionCandidateLocations,missionCandidate,MissionCandidateLanguages
recGr24cyoFwPcUwi,recAtcVMDz425qUT3,,,90000,,,Rejected by CP,recGr24cyoFwPcUwi,"aws-cwi,data-modeling,data-science,databases,etl,etl-tools,python,vpython",,,recGr24cyoFwPcUwi,en
recGRARJu8e4zTSnZ,recdN16e9aiTj0z3a,,,35000,,,Rejected by CP,recGRARJu8e4zTSnZ,sales,,,recGRARJu8e4zTSnZ,"en,es"
recgswj5pJGIkBlGi,recObvBwoSTSuFEll,2023-03-14,2023-03-31,45000,60000,ENERGY AND SUSTAINABILITY MANAGEMENT,Rejected by client,recgswj5pJGIkBlGi,"climate-change-adaptation,energy,python",recgswj5pJGIkBlGi,europe,recgswj5pJGIkBlGi,"ar,en,fr"
recgTPe58NjN5lMyl,recUwquxTAuaSpYwc,,,0,100000,EMBA Management IT and Entrepreneurial,Screened by CP,recgTPe58NjN5lMyl,"business-development,ivd,medical-affairs",,,recgTPe58NjN5lMyl,"en,fr,zh"
recgUjYvEJ9MKh9QC,recsld3DKqBhnW6rg,,,6500,7300,Data Science with concentration in Computational Methods,Mission closed by client,recgUjYvEJ9MKh9QC,"data-integration,data-management,data-science,tableau",recgUjYvEJ9MKh9QC,asia/united-arab-emirates,recgUjYvEJ9MKh9QC,en
recgwGovV2e9MgdlZ,recwMSrftJ7BbX5mZ,,,,,"Computer Science,Informatics Engineering",Rejected by CP,recgwGovV2e9MgdlZ,"amazon-web-services-aws,c-c++-stl,data-center-virtualization,git,github,java,jira,mysql,phpmyadmin,postgresql,python,r-amp-tte,slackware,web-crawling,web-mapping",recgwGovV2e9MgdlZ,worldwide,recgwGovV2e9MgdlZ,"en,es,pt"
recGWJo46z1A5gVbH,recLaxiCREBzTpmDO,,,40000,,Droit,Sent to Client,recGWJo46z1A5gVbH,"administration,administrative-assistance,client-relations,communication,event-planning,events-organisation",,,recGWJo46z1A5gVbH,"ar,en,es,fr"
recGYMeDYmzmix6ud,recA3Ye1PMACJlO1Z,,,,,Computer Science,Rejected by CP,recGYMeDYmzmix6ud,python,,,recGYMeDYmzmix6ud,en
recGzw3Ra6sdZd6UU,rec2Xnb1aA6Evh8id,,,75000,80000,Computer Science,Rejected by CP,recGzw3Ra6sdZd6UU,"algorithms,amazon-web-services-aws,c-c++-stl,cryptography,css,django,elasticsearch,elixir,git,html,javascript,mongodb,node.js,postgis,postgresql,python,redis,ruby-on-rails,typescript",,,recGzw3Ra6sdZd6UU,"en,fr,ru,zh"
recH29zdQeYZdzz8v,rec7MvbTywFTvWryg,,,60000,0,Mastère spécialisé en mobilité et véhicules électriques,Interview Process,recH29zdQeYZdzz8v,"amazon-web-services-aws,cypress,django,heroku,mongodb,node.js,postgresql,python,react,react-native,redis,rspec,ruby,ruby-on-rails",recH29zdQeYZdzz8v,europe/france,recH29zdQeYZdzz8v,"en,fr"
rech2MieMtx0dPoAo,recKRL2QH6xEYq7sa,2023-03-01,,65000,,,Rejected by CP,,,,,rech2MieMtx0dPoAo,"de,en"
rech3iJEiWF0UEnRD,recWril35NdQ1pyCs,,,40000,,,Rejected by client,,,,,rech3iJEiWF0UEnRD,"en,fr,zh"
rech4sbD1vUVNMuu7,recsld3DKqBhnW6rg,,,6500,7000,Computational Engineering and Networking - CSE,Rejected by CP,rech4sbD1vUVNMuu7,"data-science,machine-learning,tableau",rech4sbD1vUVNMuu7,asia/united-arab-emirates,rech4sbD1vUVNMuu7,"en,ml,ta"
rechbyUd4Unbmwqdy,rec6N2U5wJf7t3ySH,,,0,110,Computational Linguistics,Rejected by CP,rechbyUd4Unbmwqdy,"design-patterns,design-research,web-design",rechbyUd4Unbmwqdy,europe/spain,rechbyUd4Unbmwqdy,"es,fr"
recHCVgzGEUVQAeCr,recKRL2QH6xEYq7sa,2023-03-14,,60000,65000,International Business,Rejected by CP,recHCVgzGEUVQAeCr,"account-management,business-development,cold-calling,communication,data-science,deal-closure,lead-generation,leadership,management,organisational-leadership,organization-skills,saas,sales,sales-management,salesforce.com,software-development,start-ups,teamwork",,,recHCVgzGEUVQAeCr,"de,en,ru"
recHD5b5EGOpLVhXg,recMh3kDSANBvdJbu,,,,,,Rejected by CP,recHD5b5EGOpLVhXg,"java,python",recHD5b5EGOpLVhXg,asia/india,recHD5b5EGOpLVhXg,"en,hi"
rechDVFKxkRrWvpoB,rec7MvbTywFTvWryg,,,,,,Rejected by CP,,,,,rechDVFKxkRrWvpoB,"el,en,fr"
rechgb2A1ntV0PLD3,recKmfrKT4uTpCS2x,,,,,Sales Management,Rejected by client,rechgb2A1ntV0PLD3,"business-development,communication,management,sales,training",,,rechgb2A1ntV0PLD3,"en,pl"
rechHyTv689CVloEK,recGxlU3W94snVhuH,,,55000,,,Rejected by CP,rechHyTv689CVloEK,"business-analysis,crm-program-management,marketing",,,rechHyTv689CVloEK,en
rechIVNIvmMlVSdSb,reciyBfDq6P4e5jEN,2023-03-01,,,,BA Hons. Business and Strategy ,Waiting list,rechIVNIvmMlVSdSb,"crypto,dao",,,rechIVNIvmMlVSdSb,en
recHkPCGABy2NM66F,recu8QJacyAODTIeX,,,60000,,Transport Logistic Management,Rejected by client,recHkPCGABy2NM66F,"agribusiness,business-development,strategic-planning,supply-chain",recHkPCGABy2NM66F,europe/united-kingdom/england,recHkPCGABy2NM66F,"de,en,fr"
recHkQH8UZlVXqV85,recA3Ye1PMACJlO1Z,2023-02-27,,90000,100000,Computer Science and Industrial Automation,Rejected by CP,,,,,recHkQH8UZlVXqV85,"en,ro"
recHKWiDTzSSRuqJ7,recbkqmFA5hf81Ppv,2023-01-01,,,,,Signed,,,,,,
rechLwDiv02eq0yuC,recXsP0cgPHypy429,,,55000,,,Rejected by client,,,,,rechLwDiv02eq0yuC,"en,fr,zh"
recHriCgJmMPWXONM,recA3Ye1PMACJlO1Z,2023-03-08,,90,95,Bachelor of Applied Computer Science,Mission closed by client,recHriCgJmMPWXONM,"awstats,node.js,postgresql,python,react",,,recHriCgJmMPWXONM,en
recHtNjZjMiX6vOIv,recwMSrftJ7BbX5mZ,2023-03-01,,,7920,Engineering in Information Technology,Rejected by CP,,,,,recHtNjZjMiX6vOIv,"en,fr,hi,mr"
rechvqlqAQjskzO73,recJHwegfLPOBlDmf,,,,,,Rejected by CP,rechvqlqAQjskzO73,marketing,,,rechvqlqAQjskzO73,"en,es,fr,pt"
recHxgz3LnOBwjAyQ,recA3Ye1PMACJlO1Z,2023-04-10,,96000,,Computer Science,Rejected by CP,recHxgz3LnOBwjAyQ,node.js,,,recHxgz3LnOBwjAyQ,"en,ro"
recHyGuoLqL49VodB,recMh3kDSANBvdJbu,,,,,,Rejected by CP,recHyGuoLqL49VodB,"agile-amp-waterfall-methodologies,agile-testing,apis,bugzilla,java,jira,manual-testing,microsoft-sql-server,mysql,regression-testing,sanity-testing,selenium,selenium-testing,smoke-testing,sql-server-management-studio,test-automation,uix",,,recHyGuoLqL49VodB,"en,hi"
recI37IsduivAvgoA,rec7MvbTywFTvWryg,2023-03-02,,45000,,Architecte en Technologies Numériques,Rejected by CP,recI37IsduivAvgoA,"angularjs,postgresql,ruby,ruby-on-rails",recI37IsduivAvgoA,europe/france,recI37IsduivAvgoA,"en,fr,ro,ru"
recI3tYvFjPEuFhlP,rec0t420QAE6AgEAn,2023-03-08,,35000,,Ingénieur Technologies de l’Information pour la Santé,Rejected by CP,recI3tYvFjPEuFhlP,"django,node.js,python,react",recI3tYvFjPEuFhlP,europe/france,recI3tYvFjPEuFhlP,"en,fr"
recI65G2zqqHESFp0,recwMSrftJ7BbX5mZ,2023-03-10,,,,Electrical Engineering,Rejected by CP,,,,,recI65G2zqqHESFp0,"en,hi,mr"
reciDVtlr1vcOVxEz,recMh3kDSANBvdJbu,,,8500,,,Sent to Client,reciDVtlr1vcOVxEz,"integration,java,manual-testing,mysql,python",,,reciDVtlr1vcOVxEz,"en,hi"
recIDVXfxN2WPU4X9,rec4HUudTcWwWYHm2,,,70000,,,Rejected by CP,recIDVXfxN2WPU4X9,"amazon-web-services-aws,git,heroku,postgresql,react",recIDVXfxN2WPU4X9,europe/france,recIDVXfxN2WPU4X9,"en,fr"
reciEEkRB9Ta7P8Te,reclHFyhFZjXOSbEp,,,60000,62000,,Rejected by CP,reciEEkRB9Ta7P8Te,"javascript,react-native,typescript",reciEEkRB9Ta7P8Te,europe/france,reciEEkRB9Ta7P8Te,en
recieSrM6pkgrmCld,recA3Ye1PMACJlO1Z,2023-03-23,,80000,, Computer Science,Rejected by CP,recieSrM6pkgrmCld,"agile-methodologies,amazon-web-services-aws,angularjs,apis,blockchain,bootstrap,ci-cd,css,git,github,html5,javascript,jira,json,mongodb,mysql,node.js,react,scrum,soap,unit-testing,user-interface,web-services,xml",,,recieSrM6pkgrmCld,en
reciGz7tOuBKHR2O0,recwMSrftJ7BbX5mZ,,,,,IT and Marketing,Rejected by client,reciGz7tOuBKHR2O0,python,reciGz7tOuBKHR2O0,asia/india,reciGz7tOuBKHR2O0,"en,hi"
recijLyAUdXLkWOO6,recUwquxTAuaSpYwc,,,70000,80000,,Rejected by client,recijLyAUdXLkWOO6,"business,business-development,investments,ivd,management",,,recijLyAUdXLkWOO6,"en,fr"
recijYlynFubUjevv,recA3Ye1PMACJlO1Z,,,50000,70000,"Bachelor's Degree, Computer Graphics",Rejected by CP,recijYlynFubUjevv,".net,amazon-web-services-aws,csharp,graphql,javascript,javascript-libraries,node.js,smart-contracts",,,recijYlynFubUjevv,"en,ja"
recIkf4rRYocXoC2N,rec6N2U5wJf7t3ySH,,,55000,70000,"Máster en Ingeniería Hidráulica y Medio Ambiente, HidráulicaMáster en Ingeniería Hidráulica y Medio Ambiente, Hidráulica 2011 - 2013",Rejected by CP,recIkf4rRYocXoC2N,"account-management,arcgis,autocad,business-development,business-planning,business-strategy,cbd,crop-protection,customer-service,energy-efficiency,energy-efficiency-consulting,engineering,epanet,financial-analysis,hec-ras,illustrator,indesign,marketing,marketing-strategy,microsoft-excel,microsoft-word,negotiation,office-365,photoshop,project-management,project-planning,sales,sales-management,sales-operations,sales-process,social-media,strategic-planning,sustainability,team-leadership,teamwork,water-pumps,water-resources,water-supply",,,recIkf4rRYocXoC2N,"en,es,it"
recIkv1VmX2d09V8w,rec1fLbPRArMKBz4D,2023-04-03,2023-04-07,,,Business & Marketing,Rejected by client,recIkv1VmX2d09V8w,"administration,html,marketing-communications,sales,sales-presentations,team-alignment",recIkv1VmX2d09V8w,europe/united-kingdom,recIkv1VmX2d09V8w,"en,it"
recINoBiDySMoNhuu,recDD8JBa77gVncOf,,,35000,,,Sent to Client,recINoBiDySMoNhuu,"account-management,business-development,commercial-insurance,general-insurance,sales",,,recINoBiDySMoNhuu,en
recINSYaWyrL5kKPv,recMh3kDSANBvdJbu,,,,,,Sent to Client,recINSYaWyrL5kKPv,"bugzilla,css,html,java,jira,mongodb,mysql,python,selenium,testing",,,recINSYaWyrL5kKPv,"en,hi"
recIOKrP90lMxEOdQ,recMh3kDSANBvdJbu,,,,,,Rejected by CP,recIOKrP90lMxEOdQ,"agile-methodologies,core-java,cucumber,edtech,java,manual-testing,maven,mysql,selenium-testing,test-automation",,,recIOKrP90lMxEOdQ,"en,hi"
reciONFgKzjUOdydd,rec0t420QAE6AgEAn,2023-03-13,,32000,35000,RNCP (Répertoire national des certifications professionnelles) ,Rejected by CP,reciONFgKzjUOdydd,"cloud-applications,css,html,postgresql,python,react,sql-azure,typescript",,,reciONFgKzjUOdydd,"en,es,fr"
recIq4JSbvn3RHTrM,reclHFyhFZjXOSbEp,,,,,,Rejected by CP,recIq4JSbvn3RHTrM,react-native,recIq4JSbvn3RHTrM,europe/france,recIq4JSbvn3RHTrM,fr
recivZAGFCdoJvNl0,recXsP0cgPHypy429,,,,,,Rejected by client,,,,,recivZAGFCdoJvNl0,"en,fr,zh"
recj5t3es5rumTnv4,recMh3kDSANBvdJbu,,,,,,Sent to Client,recj5t3es5rumTnv4,"black-box-testing,java",,,recj5t3es5rumTnv4,"en,hi"
recj7ZKpf4I1yQCCp,recLaxiCREBzTpmDO,,,45000,,Team Management,Sent to Client,recj7ZKpf4I1yQCCp,"administrative-assistance,communication,event-management,invoicing,office-management",,,recj7ZKpf4I1yQCCp,"en,fr"
recJ9dgDPHsSehPZA,recwMSrftJ7BbX5mZ,2023-03-07,2023-03-31,4500000,,B.E,Rejected by CP,recJ9dgDPHsSehPZA,python,,,recJ9dgDPHsSehPZA,en
recjawPsgyFXehR2U,recql4vRdy52jvOWm,2023-02-27,2023-02-17,38000,40000,Higher Diploma in Building Services Engineering ,Waiting list,recjawPsgyFXehR2U,"customer-engagement,marketing,merchandise,supplier-sourcing",recjawPsgyFXehR2U,europe/united-kingdom,recjawPsgyFXehR2U,"en,zh"
recJBcZxxsbMGQ8em,recdN16e9aiTj0z3a,,,,,M.B.A.SALES,Rejected by client,recJBcZxxsbMGQ8em,"crm,office-365",recJBcZxxsbMGQ8em,europe,recJBcZxxsbMGQ8em,"en,es"
recjbk5dQJBRucoA4,rec5Vy4oVduUs4WKq,,,,,Management of Marketing and Advertising,Rejected by CP,recjbk5dQJBRucoA4,"internet-savvy,lotus-notes,microsoft-excel,microsoft-office,microsoft-word",recjbk5dQJBRucoA4,europe,recjbk5dQJBRucoA4,"de,en,hu"
recJDkZoCCaBQzOeQ,rec8fX8ZnMmWDyHil,,,40000,45000,Marketing,Rejected by client,recJDkZoCCaBQzOeQ,"account-management,digital-strategy,marketing,social-media",recJDkZoCCaBQzOeQ,europe/united-kingdom,recJDkZoCCaBQzOeQ,"en,zh"
recjeAjozLSEqVlTD,recONKansnIbXY6ij,,,,,,Mission closed by client,,,,,recjeAjozLSEqVlTD,"en,fr"
recJfai7PQslU07k5,recMh3kDSANBvdJbu,,,,,,Sent to Client,recJfai7PQslU07k5,"agile-testing,apis,databases,java,jira,mysql,python,selenium-testing,software-development,sql-clr",,,recJfai7PQslU07k5,"en,hi,mr"
recjGseuejMQt3tP0,recwMSrftJ7BbX5mZ,2023-03-01,,,9120,Engineering in Information Technology,Rejected by CP,,,,,recjGseuejMQt3tP0,"en,hi,mr"
recJIFrkda8v7WSOF,recMh3kDSANBvdJbu,,,12,,,Rejected by CP,recJIFrkda8v7WSOF,"test-automation-framework,testing",,,recJIFrkda8v7WSOF,"en,hi"
recJjijOcdLQsCeuD,reclHFyhFZjXOSbEp,,,48000,52000,,Rejected by CP,recJjijOcdLQsCeuD,"react,react-native",,,recJjijOcdLQsCeuD,"en,fr"
recJJq3zMCWUvD0Gw,recMh3kDSANBvdJbu,,,,,,Sent to Client,recJJq3zMCWUvD0Gw,"black-box-testing,java",,,recJJq3zMCWUvD0Gw,"en,hi"
recjKroriMy0i4et9,rec7MvbTywFTvWryg,,,50000,60000,"Master Grande Ecole (cours en français), Commerce et gestion",Rejected by client,recjKroriMy0i4et9,"ajax,back-end-development,bootstrap,css,git,heroku,html,html5,javascript,jquery-mobile,mysql,postgresql,redis,ruby,ruby-on-rails",recjKroriMy0i4et9,europe/france/paris,recjKroriMy0i4et9,"en,fr,zh"
recjl5dW0RDLfXuQK,recGrGIFWaByaa5dg,2023-04-13,,,129000, Business administration,Screened by CP,recjl5dW0RDLfXuQK,"digital-marketing,leadership,web-site-production",,,recjl5dW0RDLfXuQK,"ar,en,es"
recjMgdH8imd8qwAE,recUMYC6no6ATWX6U,,,68000,,,Rejected by CP,recjMgdH8imd8qwAE,sales-process,recjMgdH8imd8qwAE,"europe/france,europe/russia",recjMgdH8imd8qwAE,"en,fr"
recJmHsX6fk3gbU0f,rec7MvbTywFTvWryg,,,0,6500,Electrical and Electronics Engineering,Rejected by CP,recJmHsX6fk3gbU0f,"css,eclipse,html,java,javascript,mysql,spring-framework,sql-azure",recJmHsX6fk3gbU0f,asia/india,recJmHsX6fk3gbU0f,"en,hi,kn,te"
recJmN0fLbF4x66cQ,recMh3kDSANBvdJbu,,,,,,Sent to Client,recJmN0fLbF4x66cQ,"python,selenium",,,recJmN0fLbF4x66cQ,"en,hi"
recJObt8kLuFzKk8U,recKRL2QH6xEYq7sa,,,,,,Rejected by CP,,,,,recJObt8kLuFzKk8U,"de,el,en,es"
recjOEZ1kR1xnLhtj,recZzXqsiS77tAAcS,,,44000,,Business,Candidate not interested,recjOEZ1kR1xnLhtj,"energy,hubspot,pack-office,salesforce.com",recjOEZ1kR1xnLhtj,europe/france,recjOEZ1kR1xnLhtj,"de,en,fr"
recjPoomXV94B8IHE,rec0t420QAE6AgEAn,2023-03-15,,38000,,SQL avancé / Java J2EE avancé / Spring / Angular / UML,Screened by CP,recjPoomXV94B8IHE,"angularjs,java,java-certified-programmer,react,spring-framework,sql-azure,typescript,uml",,,recjPoomXV94B8IHE,fr
recjQ5xUOxh75LMLR,recMh3kDSANBvdJbu,,,1,,,Rejected by CP,recjQ5xUOxh75LMLR,"jira,python,selenium,testing",,,recjQ5xUOxh75LMLR,"en,ta"
recJRpiBbYPLeLtRd,recwMSrftJ7BbX5mZ,,,10000,,,Sent to Client,recJRpiBbYPLeLtRd,"amazon-web-services-aws,etl,jenkins,performance-testing,python,sql-azure,testing",,,recJRpiBbYPLeLtRd,"en,hi"
recjxqm7Kyiw8OYEe,recMh3kDSANBvdJbu,,,,,,Sent to Client,recjxqm7Kyiw8OYEe,"apache,automation,java,manual-testing,mysql",,,recjxqm7Kyiw8OYEe,"en,hi,mr"
recJzwcX2yvzL9ajA,reclHFyhFZjXOSbEp,,,60000,80000,Bsc Computer Science,Rejected by CP,recJzwcX2yvzL9ajA,"android,android-development,android-sdk,ios,ios-design,ios-development,objective-c,user-scenarios,web-applications,web-development",,,recJzwcX2yvzL9ajA,en
reckAXDtLiky1mPER,recKRL2QH6xEYq7sa,2023-04-03,,65000,,Agriculture and Life Science,Offer sent,reckAXDtLiky1mPER,"agricultural-economics,saas,sales",reckAXDtLiky1mPER,europe/germany,reckAXDtLiky1mPER,"de,en"
recKBINSoeEbDEUuz,recdN16e9aiTj0z3a,,,35000,,,Sent to Client,recKBINSoeEbDEUuz,sales,,,recKBINSoeEbDEUuz,"en,es,it"
reckd3ttea3eqKXrq,recsld3DKqBhnW6rg,,,90000,95000,Master’s in Business Administration,Mission closed by client,reckd3ttea3eqKXrq,"crm,market-research,operations-management",,,reckd3ttea3eqKXrq,en
reckFTMC26bcGiehF,recAtcVMDz425qUT3,,,0,60000,,Rejected by CP,reckFTMC26bcGiehF,"data-modeling,data-warehousing,etl,python",,,reckFTMC26bcGiehF,en
reckG7X2C6FuiThnk,recGrGIFWaByaa5dg,2023-02-13,,72000,72000,"Certificate, digital strategy and communication management ",Screened by CP,reckG7X2C6FuiThnk,"business-development,campaign-management,content-management,digital-marketing,google-analytics,marketing,sales",,,reckG7X2C6FuiThnk,"ar,en,fr"
recKHgMoZaXOwb7em,rec2jbStt0bBp170k,,,,,Graphic Design,Rejected by CP,recKHgMoZaXOwb7em,"after-effects,graphic-design,graphic-illustrations,illustration,illustrator,indesign,photoshop",,,recKHgMoZaXOwb7em,"en,fr"
reckhK8dLfb2wvZ02,recAczNwH7Yk3tM2z,,,,,,Rejected by CP,reckhK8dLfb2wvZ02,sales,,,reckhK8dLfb2wvZ02,fr
recKi2P9TQ94ozwFv,recGxlU3W94snVhuH,2023-03-29,2023-04-15,40000,100000,Science in Entrepreneurship,Rejected by CP,recKi2P9TQ94ozwFv,"adobe-professional,microsoft-office,photoshop,silverstripe,spss",recKi2P9TQ94ozwFv,worldwide,recKi2P9TQ94ozwFv,"en,zh"
reckiiZbXMM4l4Feh,recusVqWSM8W4Os51,,,60000,,Computer Application,Sent to Client,reckiiZbXMM4l4Feh,"c-c++-stl,data-visualization,html,java,numpy,python,sql-azure",,,reckiiZbXMM4l4Feh,"en,hi"
recKkBLNVDXBYnILM,recETHEgTGsGxaBPv,,,,,,Rejected by CP,recKkBLNVDXBYnILM,react,,,recKkBLNVDXBYnILM,fr
recKN6LVRYkhBeQV5,recGxlU3W94snVhuH,2023-06-01,,65000,70000,Marketing,Rejected by client,recKN6LVRYkhBeQV5,"account-management,advertising,asia-business-development,brand-awareness,brand-management,business-development,business-strategy,client-services,cross-functional-team-leadership,fashion-photography,fashion-writing,international-business,international-sales,key-account-mangement,marketing,marketing-communications,marketing-management,new-business-development,project-management,project-planning,public-relations,publications,retail,retail-sales,strategic-planning,visual-merchandising",,,recKN6LVRYkhBeQV5,"en,ms,zh"
reckNBwNd2zkh9gCe,rec7MvbTywFTvWryg,,,40,,Developpeur Web,Rejected by CP,reckNBwNd2zkh9gCe,react,reckNBwNd2zkh9gCe,europe/france,reckNBwNd2zkh9gCe,"en,es,fr,vi"
recKNTlWynsVqZzLY,rec7MvbTywFTvWryg,,,,,Computer Engineering,Rejected by CP,recKNTlWynsVqZzLY,"angularjs,api-development,git,github,java,jira,linux,mongodb,mysql,node.js,python,scrum,virtualization,web-services,xml",,,recKNTlWynsVqZzLY,"ar,en,fr"
recKoFpqz4ovtmtB0,recXUiPBv1AYRBeEF,,,650,,,Mission closed by client,recKoFpqz4ovtmtB0,"algorithms,angularjs,derivative-trading,investment-banking,trading-systems,visual-c++",recKoFpqz4ovtmtB0,europe/united-kingdom,recKoFpqz4ovtmtB0,en
recKrmyrHx7vHWzVJ,recwMSrftJ7BbX5mZ,,,12000,,,Sent to Client,recKrmyrHx7vHWzVJ,"quality-assurance,test-automation,test-automation-framework",,,recKrmyrHx7vHWzVJ,en
recKSRkXHdfrcLjfq,rec5Vy4oVduUs4WKq,,,3500,,,Sent to Client,recKSRkXHdfrcLjfq,"international-sales,retail,store-management,team-leadership",,,recKSRkXHdfrcLjfq,"en,hu"
recKU3fjATPtWLhz2,rec6N2U5wJf7t3ySH,,,65000,70000,Masters in Environmental Engineering and Sustainable Energy,Rejected by CP,recKU3fjATPtWLhz2,"c-c++-stl,management,project-management,python,shell-scripting,solution-focused,sql-plus",recKU3fjATPtWLhz2,europe/spain,recKU3fjATPtWLhz2,"de,en,es,fr"
reckViWDejfz8j7km,recKRL2QH6xEYq7sa,2023-04-10,,65000,70000,Bachelor of Science in International Hospitality Management,Screened by CP,reckViWDejfz8j7km,"account-management,crm,hospitality,mac-os,marketing,microsoft-office,negotiation,presentations,retail,saas,sales,sales-management,team-building,team-leadership,team-management",reckViWDejfz8j7km,"europe,europe/switzerland,europe/united-kingdom",reckViWDejfz8j7km,"de,en,es,fr"
recKWMnSJa5yyg3Fz,recwMSrftJ7BbX5mZ,2023-04-24,,8700,10000,BE Electrical engineering,Rejected by CP,recKWMnSJa5yyg3Fz,"amazon-web-services-aws,microsoft-sql-server,mysql,python",,,recKWMnSJa5yyg3Fz,"en,hi"
reckwV2bXPwI6UKNS,recOLEbIR0xzdb1kT,,,,,"Master in management , finance entreprise ",Candidate not interested,reckwV2bXPwI6UKNS,finance,,,reckwV2bXPwI6UKNS,"en,fr"
reckX7YOzWiDkusFA,recwMSrftJ7BbX5mZ,,,0,,,Sent to Client,reckX7YOzWiDkusFA,"java,software-testing-life-cycle,test-automation",,,reckX7YOzWiDkusFA,en
recKZx4LV5Us6Vxsg,rec5Vy4oVduUs4WKq,,,19000,,,Rejected by CP,recKZx4LV5Us6Vxsg,sales,,,recKZx4LV5Us6Vxsg,"en,hu"
recL0mPBEfLrb1BmN,recavhovBsS2p3eZO,,,,,Master Entrepreneurship and Business Administration,Candidate not interested,recL0mPBEfLrb1BmN,"account-management,driving-license,sales,salesforce.com",,,recL0mPBEfLrb1BmN,en
recl25Ve7c58dRGL1,rec9B1Iwayh8YU3pc,,,,,Finance,Sourced,,,,,recl25Ve7c58dRGL1,"en,es,fr"
recL4CerHrXfY3V6o,recOO9bDKaXhlAHdo,,,,,,Interview Process,recL4CerHrXfY3V6o,microsoft-office,,,recL4CerHrXfY3V6o,"el,en"
recL4e14MkPQRzxfD,rec11F8d7djUmcYvT,,,,,Economy of Industry,Rejected by CP,recL4e14MkPQRzxfD,"business-development,driving-license,management,sales,sales-growth",,,recL4e14MkPQRzxfD,"bg,en,ru"
recl5hm2GhrVQZk8n,recwMSrftJ7BbX5mZ,2023-03-31,,20000,,B.tech,Candidate not interested,recl5hm2GhrVQZk8n,"java,node.js,python,scala,sql-plus",,,recl5hm2GhrVQZk8n,en
recL7WvjQtp1FsBKo,recaniL7Rb7phHsuO,,,0,,,Sourced,recL7WvjQtp1FsBKo,"crm,sales",,,recL7WvjQtp1FsBKo,"ar,en,fr"
recLbHjVQnXw6bGN4,recwMSrftJ7BbX5mZ,2023-03-01,,,9120,Engineering in Information Technology,Rejected by CP,,,,,recLbHjVQnXw6bGN4,"en,hi"
recLbqD7ENCmOoCcL,rec2jbStt0bBp170k,,,,,Digital Communication & Creation,Rejected by CP,recLbqD7ENCmOoCcL,"adobe-creative-suite,brand-development,content-management,figma,graphic-design",,,recLbqD7ENCmOoCcL,"en,fr,it"
reclDpB8UO7tXXfT7,recKmfrKT4uTpCS2x,,,,,Master of Business Administration,Rejected by client,reclDpB8UO7tXXfT7,"active-directory,business-development,management,sales",,,reclDpB8UO7tXXfT7,"en,fr,pl,ru"
reclGv7YlANsaOS8S,recMh3kDSANBvdJbu,,,7,,,Rejected by CP,reclGv7YlANsaOS8S,test-automation,reclGv7YlANsaOS8S,asia/india,reclGv7YlANsaOS8S,"en,hi"
recLh6iqp4srtbqcz,reclHFyhFZjXOSbEp,,,60000,80000,Electronics,Rejected by CP,recLh6iqp4srtbqcz,"ci-cd,firewalls,java,mobile-applications,mobile-technology,mobile-telephony,react,react-native",,,recLh6iqp4srtbqcz,en
recLInuyVTse1mcaX,recTOLFUh69KqHf4t,2023-05-01,,50000,,MSc Management ,Rejected by client,recLInuyVTse1mcaX,"hubspot,pack-office,sap",recLInuyVTse1mcaX,europe/france,recLInuyVTse1mcaX,"en,fr,hi"
reclL8zrcvylGsRED,recAtcVMDz425qUT3,,,80000,,,Rejected by client,reclL8zrcvylGsRED,"data-modeling,data-science,etl,insurance,python",,,reclL8zrcvylGsRED,en
recLogU9c9hdrfank,recwMSrftJ7BbX5mZ,,,12000,15000,Software Engineering,Rejected by CP,recLogU9c9hdrfank,"amazon-ec2,amazon-s3,amazon-web-services-aws,apache-kafka,apis,athena,bash,cosmos-fea,dbt,emr,glue,gnu-c++,iam,java,kms,kubernetes,lambda-expressions,mongodb,mysql,nosql,postgresql,python,shell-scripting,snow,snowflake,sparql,sql-azure,tableau,vmware,windows-azure,wrds",recLogU9c9hdrfank,europe/cyprus,recLogU9c9hdrfank,"de,en"
recLqhIq9lGikkv9B,recavhovBsS2p3eZO,,,24000,25000,"Management, Marketing, Economics",Interview Process,recLqhIq9lGikkv9B,"direct-sales,driving-license,sales",,,recLqhIq9lGikkv9B,en
recLtEeQdHkdjJFeZ,rec6N2U5wJf7t3ySH,,,60000,70000,Master’s Degree in environmental and Agricultural Sciences.,Rejected by CP,recLtEeQdHkdjJFeZ,"agriculture,data-driven-decision-making,digital-innovation",recLtEeQdHkdjJFeZ,europe/spain,recLtEeQdHkdjJFeZ,"en,es,fr,pt"
recLtw3qAflpgbBhF,recwMSrftJ7BbX5mZ,2023-04-03,,7000,9000,Bachelor Of Information Technology,Rejected by CP,recLtw3qAflpgbBhF,"css,html5,microsoft-sql-server,mysql,python,windows-azure",,,recLtw3qAflpgbBhF,"en,hi"
