mission,location,slug,label,type,level,parent,longitude,latitude,code,currency,phoneCode,timezones,isCapital,airtableId,created,updated,synced,title,airtableId,company,recruiter,customerSuccess,seatsCount,position,exampleLinkedInUrl,videoDescription,jobPresentation,teamPresentation,requirementsDescription,softSkills,possibleEvolutionsDescription,employeeAdvantages,otherPrecisions,customQuestions,forbiddenHeadhunting,recruitmentProcess,jobType,jobStart,jobEnd,salaryMin,salaryMax,salaryCurrency,created,updated,synced,locationType,cpSuccessFee,status,compensationModel,trialPeriod,paymentSchedule,exampleLinkedInUrlCompany,notesFromCsm,clientWebsite,clientCalendly,clientPhone,clientRelationship,clientPerpectives,clientPastExp,clientFeelings,clientFunraising,sectorExpMax,positionExpMax,sectorExpMin,positionExpMin,cpBounty,minHeadhunterCut
rec8fX8ZnMmWDyHil,asia/china/shanghai,asia/china/shanghai,Shanghai,State,4,asia/china,121.47370100,31.23041600,,,,,,reccv5TaXEcGhZEcw,2023-04-21 09:52:19,2023-04-21 09:52:20,,Qumin -  Social Media Strategist,rec8fX8ZnMmWDyHil,qumin,arnold.ma@qumin.co.uk,effy-feng,1,social-media,"<p>Not Provided</p>
",Not Provided,"<p>Create social media strategy<br>
(For both pitching and delivery)<br>
Also execute implement optimise social media campaigns<br>
(Focus on Delivery)<br>
Ideally looking for someone who is Chinese and have experience with Chinese social media platforms. However, if someone is English or Western and they can speak Chinese or has worked in China, that is also fine. But they need to understand fundamentally how Chinese platforms work and understand how to success on Chinese platforms</p>
","<p>At the beginning report to Arnold directly, and then transfer to General Manager<br>
It is a new department, the candidate needs to build and grow this department, carry a portfolio as a strategist</p>
","<p>Speak Chinese<br>
Chinese social media background<br>
Agency experience</p>
","<p>● Technically-minded – Excited about technology, social media and creative marketing<br>
● Problem solver – have a real understanding of people’s day-to-day problems. Earn a<br>
reputation as the go-to person to help solve problems, promptly.<br>
● Excellence – Always aim for the best.<br>
● Get sh*t done – Help build processes promptly and religiously deliver on<br>
commitments.<br>
● Fearless – Push yourself to take risks and really go for it!<br>
● Methodical – Ensure workloads are managed well and always have an end goal.<br>
● Organised – This is a vital skill for this role<br>
● Plugged in – you need to be the most communicative, the most organised person at<br>
the company.<br>
● Impeccable interpersonal communication skills – Communicate confidently and<br>
effectively with potential customers and colleagues.</p>
","<p>Social media strategist to Head of social media, he/she can run his/her own department.<br>
Be able to hire junior person ASAP</p>
","<p>29 days holiday, private health insurance, PHI, life insurance, workplace pension, competitive salary, discretionary and structured bonuses, regular social events, etc.</p>
","<p>Not Provided</p>
","<p>Not Provided</p>
",N/A,"<p>3 Rounds<br>
Initial chat with Arnold<br>
Set a task - create a strategy for a social media campaign<br>
Present the output</p>
",Full Time Job,,,40000,40000,£,2023-04-21 09:54:55,2023-04-21 09:54:56,,On-site,,Active,,90,"<p>To be provided soon</p>
","<p>Not Provided</p>
",,https://qumin.co.uk/,http://calendly.com/arnoldma,+44 7986538220‍,"<p>Arnold, CEO of Qumin, has good relationship with Jordan, CEO of Cross Path</p>
","<p>Not Provided</p>
","<p>Qumin and Cross Path have worked together on several occasions<br>
Cross Path has successfully helped them find good candidates.</p>
","<p>The client has a genuine need for recruitment.</p>
","<p>Not Provided</p>
",3,5,3,3,5000,0.50
recE7Uwh9pZXjc1Zv,asia/china/shanghai,asia/china/shanghai,Shanghai,State,4,asia/china,121.47370100,31.23041600,,,,,,reccv5TaXEcGhZEcw,2023-04-21 09:52:19,2023-04-21 09:52:20,,Qumin - Business Development Manager  - Shanghai,recE7Uwh9pZXjc1Zv,qumin,arnold.ma@qumin.co.uk,effy-feng,1,business-development,"<p>https://www.linkedin.com/in/yue-zhuo-%E5%8D%93%E6%82%A6-5a895349/</p>
",Not Provided,"<p>This role is the lifeblood of new business for Qumin. You will be responsible for finding new business opportunities and bringing in new clients. Our goal for this hire is to find someone who is hungry to progress their career in sales and smash their targets.</p>
","<p>Work in a positive culture with people that genuinely love and are great at what they do</p>
","<p>● 2+ year experience in a direct sales, partnerships or account growth role<br>
● Interest or experience in China and Chinese digital platforms<br>
● Ability to control a full sales-cycle from the initial stage of booking meetings to closing deals<br>
● Excellent presentation and communication skills<br>
● Ability to create and maintain fruitful long-term relationships with clients<br>
● Crafting compelling messaging to put across our value proposition succinctly<br>
● Team-player with a positive and energetic approach and the ability to handle rejection<br>
● University degree<br>
Nice to have:<br>
● Experience using CRM software and cloud-based platforms<br>
● Mandarin as a first/second language would be fantastic<br>
● Great sense of humour</p>
","<p>● Technically-minded – Excited about technology, social media and creative marketing<br>
● Problem solver – have a real understanding of people’s day-to-day problems. Earn a reputation as the go-to person to help solve problems, promptly.<br>
● Excellence – Always aim for the best.<br>
● Get sh*t done – Help build processes promptly and religiously deliver on<br>
commitments.<br>
● Fearless – Push yourself to take risks and really go for it!<br>
● Methodical – Ensure workloads are managed well and always have an end goal.<br>
● Organised – This is a vital skill for this role<br>
● Plugged in – you need to be the most communicative, the most organised person at the company.<br>
● Impeccable interpersonal communication skills – Communicate confidently and effectively with potential customers and colleagues.</p>
","<p>Your career progression is as important to us as it is to you, and we would like to see this role move into a leadership position.</p>
","<p>Holiday</p>
","<p>Not Provided</p>
","<p>Not Provided</p>
",N/A,"<p>Initial interview with the CEO and our sales advisor for a chat<br>
Then a commercial test<br>
Then final interview - a sales task</p>
",Full Time Job,,,300000,300000,¥,2023-04-21 09:54:55,2023-04-21 09:54:56,,On-site,,Active,,90,"<p>To be provided soon</p>
","<p>Not Provided</p>
","<p>This role is not necessary for Qumin at the moment, but if the candidate is good enough, nice to have.</p>
",https://qumin.co.uk/,http://calendly.com/arnoldma,+44 7986538220‍,"<p>Arnold, CEO of Qumin, has good relationship with Jordan, CEO of Cross Path</p>
","<p>Not Provided</p>
","<p>Qumin and Cross Path have worked together on several occasions<br>
Cross Path has successfully helped them find good candidates.</p>
","<p>The client has a genuine need for recruitment.</p>
","<p>Not Provided</p>
",2,3,2,2,30000,0.60
rec25eM1zf8i9g7V4,asia/india,asia/india,India,Country,3,southern-asia,77.00000000,20.00000000,IND,INR,91,UTC+05:30,,recUucKulJ6asnqxI,2023-04-21 09:52:19,2023-04-21 09:52:20,,Aunalytics - Security Engineer,rec25eM1zf8i9g7V4,aunalytics,,thibaut,1,security-engineer,,https://drive.google.com/file/d/1U916Vu-n2-PltY6PKBHwISx96z2LFXfg/view?usp=share_link,"<p>As a Security Engineer, you will review feature requirements, specifications, and technical design documents to provide timely and meaningful feedback, create detailed, comprehensive, and well- structured test plans and estimate, prioritize, plan, and coordinate testing activities. You will use a risk-based approach to testing and determine the best methodology to use for any given item.</p>
<ul class=""liste"">
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Experience in writing clear, concise, and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security, and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics, and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
</ul>
","<p>Aunalytics provides a leading-edge cloud platform, where businesses run their core applications on secure, high performance computing infrastructure, create integrated data-marts using enterprise analytics software, and gain on-demand access to technology and data science experts to develop algorithms that drive digital transformation.</p>
","<ul class=""liste"">
<li>Looking for people with at least one year of experience, preferably 2 years</li>
<li>They should be trained on industry standard tools</li>
<li>They should have Bachelor of Engineering degree in computer science or IT is a must</li>
<li>They will work with the US team where they are looking at the tickets which are gonna be generated in terms of security, as well as internal tickets</li>
<li>They are documenting a lot of security protocols</li>
<li>They are coming up with new security protocals whenever required.</li>
</ul>
",,,"<ul class=""liste"">
<li>Opportunity to work in the booming field of cloud, data management and analytics alongside some of the brightest minds in the industry</li>
<li>Opportunity to work with cutting-edge technology in a casual, fun environment</li>
<li>Opportunity to be a part of a local company committed to making a difference in our community</li>
<li>Chance to work with a rapidly expanding tech company • Flexible schedule and paid time off</li>
<li>Free snacks and an unlimited supply of coffee • Social events such as happy hours, game nights, holiday parties, birthday celebrations, movie days, ice cream sundae bars, fancy coffee carts, company softball team, etc.</li>
<li>Competitive salary and benefits package including health, vision, dental and life insurance and 401(k) plan.</li>
</ul>
",,,,"<p>3 Interviews</p>
<p>1: CTO<br>
2: Technical test<br>
3: CEO</p>
",Full Time Job,,,8320,12480,$,2023-04-21 09:54:55,2023-04-21 09:54:56,,Full Remote,0.2,Active,,90,"<p>If the employment of the recruited candidate is <br>
terminated within 30 calendar days starting from the commencement date, the headhunter agrees to provide a replacement hire at no additional charge for said replacement hire/position otherwise 100% payment after 1 month from the signing of the employment contract of the candidate.<br>
.</p>
",,,,,,,,,,,,2,,1,1664,0.50
rec9RDss2TSARp40h,asia/india,asia/india,India,Country,3,southern-asia,77.00000000,20.00000000,IND,INR,91,UTC+05:30,,recUucKulJ6asnqxI,2023-04-21 09:52:19,2023-04-21 09:52:20,,StayTouch - Ios Developer,rec9RDss2TSARp40h,staytouch,,lery,1,ios-developer,,,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.064,Paused,,,,,,,,,,,,,,,,,,,
recA3Ye1PMACJlO1Z,asia/india,asia/india,India,Country,3,southern-asia,77.00000000,20.00000000,IND,INR,91,UTC+05:30,,recUucKulJ6asnqxI,2023-04-21 09:52:19,2023-04-21 09:52:20,,StayTouch - Backend Developer,recA3Ye1PMACJlO1Z,staytouch,,lery,1,backend-developer,"<p><a href=""https://www.linkedin.com/in/victor-bojica-0a1b9395/"" target=""_blank"">https://www.linkedin.com/in/victor-bojica-0a1b9395/</a></p>
",,"<ul class=""liste"">
<li>Work with team of engineers to build large scale systems</li>
<li>Debug issues in production environment</li>
<li>Communicate effectively with the team and stakeholders</li>
<li>Have get go and fix, positive engineering and work as team attitude</li>
</ul>
","<p>StayTouch is a fast-growing Californian start-up created in 2018<br>
It's an innovative global app designed to shake up the way we network, has officially launched in the UK. Offering a simple way to share contact information and remember who we met where and when, the app is available on iOS and Android devices and has already attracted downloads by early adopters.</p>
<p>The platform allows users to exchange contact information by simply touching their phones. It offers a range of built-in features, from the ability to add personal notes for each meeting to automatically syncing your profile updates across your network, helping people create more lasting and meaningful connections<br>
Ready to change the world of networking. It's a next-generation contact management solution<br>
Designed for young professionals to solve all networking problems.</p>
<p><strong>Key features include:</strong></p>
<p>-Smarter way to exchange contact information: Simply touch two phones together to exchange details and save your meeting.</p>
<p>-Memorize a meeting: When you exchange details, the platform automatically saves the date, time and location of that exchange.</p>
<p>-Add personal notes: Add memos, recordings and photos to each contact to remember key details, from how you met to what you talked about.</p>
<p>-Alternative to business cards: With millions of business cards thrown away each year, the app offers a more environmentally friendly approach.</p>
<p>-Automatic profile updates: When you make changes to your profile, the application automatically transfers them to all your contacts.</p>
<p>-Multiple profile creation: Ability to create different profiles allowing users to control the personal information they share with each contact.</p>
","<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",,,,,"<p><strong>Can they create a GraphQL API?</strong><br>
<strong>Can you do a docker mechanism?</strong><br>
<strong>Are you familiar with AWS and ECS? Have you created architecture with them?</strong><br>
<strong>Are you familiar with Blue/Green mechanism?</strong></p>
",,"<ul class=""liste"">
<li>Technical Test</li>
<li>Interview with the Founder</li>
</ul>
",Full Time Job,2023-04-03,,65000,120000,$,2023-04-21 09:54:55,2023-04-21 09:54:56,,Full Remote,0.08,Dead,,,,,,https://www.staytouch.com,,,"<p>Very good relationship with Staytouch.<br>
Serious client who does not hesitate to give positive and negative feedback to make the recruitment process much easier</p>
","<p>The company is looking to expand its workforce by 2024 and would like to complete three more developer hires after this one</p>
","<p>We have already been approached by this company for other IT recruitment in the past</p>
",,,,9,,6,5200,0.50
recMh3kDSANBvdJbu,asia/india,asia/india,India,Country,3,southern-asia,77.00000000,20.00000000,IND,INR,91,UTC+05:30,,recUucKulJ6asnqxI,2023-04-21 09:52:19,2023-04-21 09:52:20,,Aunalytics - QA Engineer,recMh3kDSANBvdJbu,aunalytics,,thibaut,1,qa-engineer,,https://drive.google.com/file/d/1U916Vu-n2-PltY6PKBHwISx96z2LFXfg/view?usp=share_link,"<ul class=""liste"">
<li>Review requirements, specifications and technical design documents to provide timely and meaningful feedback</li>
<li>Create detailed, comprehensive and well-structured test plans</li>
<li>Estimate, prioritize, plan and coordinate testing activities</li>
<li>Design, develop, and execute automation scripts using open-source tools when necessary I</li>
<li>dentify, record, document bugs</li>
<li>Perform regression testing</li>
<li>Collaborate with cross functional team members on all aspects of software delivery</li>
</ul>
","<p>Aunalytics provides a leading-edge cloud platform, where businesses run their core applications on secure, high performance computing infrastructure, create integrated data marts using enterprise analytics software, and gain on-demand access to technology and data science experts to develop<br>
algorithms that drive digital transformation.</p>
","<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",,,"<ul class=""liste"">
<li>Opportunity to work in the booming field of cloud, data management and analytics alongside some of the brightest minds in the industry</li>
<li>Opportunity to work with cutting-edge technology in a casual, fun environment</li>
<li>Opportunity to be a part of a local company committed to making a difference in our community</li>
<li>Chance to work with a rapidly expanding tech company • Flexible schedule and paid time off</li>
<li>Free snacks and an unlimited supply of coffee • Social events such as happy hours, game nights, holiday parties, birthday celebrations, movie days, ice cream sundae bars, fancy coffee carts, company softball team, etc.</li>
<li>Competitive salary and benefits package including health, vision, dental and life insurance and 401(k) plan.</li>
</ul>
",,,,"<p>3 Interviews</p>
<p>1: CTO<br>
2: Technical test<br>
3: CEO</p>
",Full Time Job,,,8320,12480,$,2023-04-21 09:54:55,2023-04-21 09:54:56,,Full Remote,0.2,Active,,90,"<p>If the employment of the recruited candidate is <br>
terminated within 30 calendar days starting from the commencement date, the headhunter agrees to provide a replacement hire at no additional charge for said replacement hire/position otherwise 100% payment after 1 month from the signing of the employment contract of the candidate.</p>
",,,,,,,,,,,,2,,1,1664,0.50
recTxgcqkCX1YBpRB,asia/india,asia/india,India,Country,3,southern-asia,77.00000000,20.00000000,IND,INR,91,UTC+05:30,,recUucKulJ6asnqxI,2023-04-21 09:52:19,2023-04-21 09:52:20,,StayTouch - Frontend Developer,recTxgcqkCX1YBpRB,staytouch,,lery,1,frontend-developer,,,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.064,Paused,,,,,,,,,,,,,,,,,,,
recwMSrftJ7BbX5mZ,asia/india,asia/india,India,Country,3,southern-asia,77.00000000,20.00000000,IND,INR,91,UTC+05:30,,recUucKulJ6asnqxI,2023-04-21 09:52:19,2023-04-21 09:52:20,,Aunalytics - Data Engineer,recwMSrftJ7BbX5mZ,aunalytics,,thibaut,3,data-engineer,,https://drive.google.com/file/d/1NCfKUXbkVISbKWczS6ixkPZaKtfho7cq/view?usp=share_link,"<ul class=""liste"">
<li>Build and own “one source of truth” data sets to facilitate consistency and efficiency in extracting and analyzing data from disparate data sources</li>
<li>Ensure data integrity by developing and executing necessary processes and controls around the flow of data</li>
<li>Innovate and improve efficiency of managing data to allow for greater speed and accuracy of producing analyses, metrics, and insights</li>
<li>Collaborate with internal and external teams to understand business needs/issues, troubleshoot problems, conduct root cause analysis, and develop cost effective resolutions for data anomalies.</li>
<li>Provides input into data governance initiatives to enhance current systems, ensure development of efficient application systems, influence the development of data policy, and support overall corporate and business goals</li>
<li>Utilize technology to analyze data from applicable systems to review data processes, identify issues, and determine actions to resolve or escalate problems that require data, system, or process improvement</li>
<li>Verify accuracy of table changes and data transformation processes. Test changes prior to deployment as appropriate.</li>
<li>Recommend and implement enhancements that standardize and streamline processes, assure data quality and reliability, and reduce processing time to meet client expectations</li>
<li>Communicate progress and completion to project team. Escalate roadblocks that may impact delivery schedule</li>
<li>Stay up-to-date on data engineering and data science trends and developments</li>
<li>Follow company policy and procedures which protect sensitive data and maintain compliance with established security standards and best practices</li>
<li>Additional duties as assigned to ensure client and company success</li>
</ul>
","<p>Aunalytics is a data platform company that delivers insights as a service to answer a company’s most important IT<br>
and business questions.<br>
Our cloud-native data platform is built for universal data access, advanced analytics, and AI; unifying disparate data silos into a single golden record of accurate, actionable business information.<br>
Through our side-by-side digital transformation model, we provide on-demand scalable access to technology, data science,<br>
and AI experts to seamlessly transform a client’s business.</p>
","<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",,,"<ul class=""liste"">
<li>Opportunity to work in the booming field of cloud, data management and analytics alongside some of the brightest minds in the industry</li>
<li>Opportunity to work with cutting-edge technology in a casual, fun environment</li>
<li>Opportunity to be a part of a local company committed to making a difference in our community</li>
<li>Chance to work with a rapidly expanding tech company • Flexible schedule and paid time off</li>
<li>Free snacks and an unlimited supply of coffee • Social events such as happy hours, game nights, holiday parties, birthday celebrations, movie days, ice cream sundae bars, fancy coffee carts, company softball team, etc.</li>
<li>Competitive salary and benefits package including health, vision, dental and life insurance and 401(k) plan.</li>
</ul>
",,,,"<p>3 Interviews</p>
<p>1: CTO<br>
2: Technical test<br>
3: CEO</p>
",Full Time Job,,,8320,12480,$,2023-04-21 09:54:55,2023-04-21 09:54:56,,Full Remote,0.2,Active,,90,"<p>If the employment of the recruited candidate is <br>
terminated within 30 calendar days starting from the commencement date, the headhunter agrees to provide a replacement hire at no additional charge for said replacement hire/position otherwise 100% payment after 1 month from the signing of the employment contract of the candidate.</p>
",,"<p>Although the degree is mentioned in the requirements, please note that the company cares more about what the person can do compared to the degree.</p>
<p>On softskills, as the position is very tech instead of a client-facing role, the candidates do not have to be super outgoing, there is no need for perfect communication skills.</p>
<p>More importantly the company needs people that are used to manipulating cleaning and linking large datasets.</p>
<p>The person will primarily work from home. Currently the entire team in India works from home because<br>
the traffic conditions are not ideal. But if the candidate does not like remote work, it is possible to use the<br>
office in Mumbai.</p>
",https://www.aunalytics.com/,,,,,,,,,2,,1,1664,0.50
recX5s0aDnf7myc85,asia/india,asia/india,India,Country,3,southern-asia,77.00000000,20.00000000,IND,INR,91,UTC+05:30,,recUucKulJ6asnqxI,2023-04-21 09:52:19,2023-04-21 09:52:20,,StayTouch - Quality Assurance Analyst,recX5s0aDnf7myc85,staytouch,,lery,1,quality-assurance-analyst,,,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.064,Paused,,,,,,,,,,,,,,,,,,,
recGrGIFWaByaa5dg,asia/saudi-arabia,asia/saudi-arabia,Saudi Arabia,Country,3,western-asia,45.00000000,25.00000000,SAU,SAR,966,UTC+03:00,,recSL7tJZDU2fkXLl,2023-04-21 09:52:19,2023-04-21 09:52:20,,Revibe - Head of Growth,recGrGIFWaByaa5dg,revibe,,lery,1,head-of-growth,,https://drive.google.com/file/d/10jPkoDlb380q2qVdRp64rHU4CPrBJ_eC/view?usp=share_link,"<p>- Developing, testing and executing online and offline campaigns, including <strong>digital marketing</strong>, (Facebook, Tiktok..)partnerships, on-ground activation, gamification etc. to drive traffic to digital channels<br>
- Identifying, developing &amp; optimizing growth channels to drive product adoption and usage growth<br>
- Analyzing marketing data and user feedback (<strong>campaign results</strong>, conversion rates, traffic, etc.) to help shape future marketing strategies<br>
-Launching an <strong>influencer campaign</strong><br>
- Providing inputs &amp; expertise to drive efficacy of marketing activities (content development and optimization, campaigns, etc.)<br>
- Planning, testing and executing initiatives to reach the target audience through different channels<br>
- Working closely across teams with other teams to share ideas, feedback &amp; present results</p>
",,"<p>2 to 10 years experience in a growth hacking/marketing role preferably in e-commerce industry<br>
- Proven track record launching successful marketing acquisition campaigns<br>
- Excellent analytical skills and ability to leverage data, metrics, analytics, and consumer behavior trends to generate creative ideas<br>
- Original/creative thinking and strong problem-solving skills<br>
- Excellent communication skills and full <strong>fluency in English</strong><br>
- <strong>Arabic proficiency <strong>(The main market would be Saudi Arabia)<br>
- Ability to work under pressure<br>
- Collaborative mindset<br>
 <br>
The company wants to avoid someone who has been the marketing director of a large company and who can forget how to do things himself.<br>
 <br>
 <br>
For a junior profile with 2 years experience the salary will be $<strong>60K + equity+ bonus</strong><br>
For a senior profile with 10 years of experience, the salary could be between</strong> 95 and 120K$</strong> per year <strong>+ equity+ bonus</strong><br>
For other candidates with between 3 and 9 years' experience the salary will be in between (negociable)<br>
<strong>-Sponsorship</strong></p>
<p></p>
",,,"<p>equity+ sponsorship</p>
",,,,"<p>Round of interview<br>
1st  round with the founder<br>
2st round with the co-founder<br>
3st round: A technical interview</p>
",,,,60000,120000,$,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.13,Dead,,,,,,,,,,,,,,,,,,,
recsld3DKqBhnW6rg,asia/united-arab-emirates/dubai,asia/united-arab-emirates/dubai,Dubai,State,4,asia/united-arab-emirates,55.27078280,25.20484930,,,,,,recT28VZTLHWYMQ3i,2023-04-21 09:52:19,2023-04-21 09:52:20,,Revibe - Head of Data and operations,recsld3DKqBhnW6rg,revibe,hamza.iraqui@revibe.me,lery,1,head-data-operations,,N/A,"<p>Your responsibilities will include:</p>
<p>Analysing current data and processes related to sales, marketing and operation<br>
Managing the company data analytics<br>
 Defining company level and external partners KPIs, SLAs and processes Managing the Customer Experience and end to end journey</p>
","<p><strong>ABOUT REVIBE</strong><br>
Founded in 2022, Revibe has established itself as the go-to-place for pre-loved electronics in the Middle East.<br>
Revibe’s core mission is to make electronics more affordable and sustainable. We are a team of French co-founders who came to the Middle East region looking for new challenges. The refurbished electronics market is only starting to develop in the region, and we can clearly see the potential to replicate success stories from other geographies locally.<br>
After a strong traction over the first 6 months in UAE, we secured a fundraising round and are now expanding quickly into more categories (laptops / tablets) and opening more countries (KSA, rest of GCC)<br>
Founded by an ex-BCG partner and Oliver Wyman principal, Revibe is always looking to add fresh new talents in an already amazing team.</p>
","<p>WHAT YOU'LL NEED<br>
 2+ years experience in management consulting or data science<br>
 Excellent analytical skills and ability to leverage data, metrics, analytics to generate insights creative ideas.<br>
Quantitative thinking and strong problem-solving skills<br>
Excellent communication skills and full fluency in English and Arabic<br>
Arabic proficiency is a plus (not mandatory)<br>
Collaborative mindsetset</p>
","<p>Creative ideas</p>
",,"<p>Stock Options</p>
",,,N/A,"<p>Round of interview<br>
1st  round with the founder<br>
2st round with the co-founder<br>
3st round: A technical interview</p>
",Full Time Job,2023-04-03,2023-08-10,85000,90000,$,2023-04-21 09:54:55,2023-04-21 09:54:56,,On-site,0.13,Paused,,0,,,,https://revibe.me,https://calendly.com/hamzai/hamza-30-minutes,+971 54 586 4494,"<p>Good relationship with the client, very responsive</p>
","<p>They want to recruit more employees</p>
","<p>We worked with them for the position of Head of Growth.</p>
","<p>Important customer for us. Close a mission on the Arab continent would be an added value for us</p>
",,,2,,1,,
