,airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId.1,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate.1,MissionCandidateLocations,mission,MissionLocations,missionCandidate.2,MissionCandidateLanguages,mission.1,MissionLanguages,Time_matching_score,Salary_matching_score,General_matching_score
51,recA3Ye1PMACJlO1Z,2023-04-03,,65000.0,120000.0,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6.0,9.0,rec5QmMazJ6GT5pVa,recA3Ye1PMACJlO1Z,2023-02-06,,120000.0,,Bachelor of Engineering,Rejected by CP,rec5QmMazJ6GT5pVa,"amazon-web-services-aws,graphql,node.js",rec5QmMazJ6GT5pVa,americas/united-states,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",rec5QmMazJ6GT5pVa,en,recA3Ye1PMACJlO1Z,en,-0.56,-5.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has experience in AWS, GraphQL, Node.js which are required in the job. Candidate has Bachelor of Engineering degree which covers most of the job requirements. Candidate has experience in a tech start-up or large company and have stayed in a company for at least 2 years. Candidate can go to Americas/United-States which is the job location. Candidate can speak English which is the required language of the job.""
    }"
52,recJHwegfLPOBlDmf,2023-06-04,,54000.0,54000.0,"<ul class=""liste"">
<li>Utilisation d’un CRM très orienté new deal</li>
<li><strong>Expérience significative en tant que commercial</strong> ou équivalent dans la vente et le partenariats. <strong>( Ex: chargé de partenariats)</strong></li>
<li>Capacité à établir et <strong>maintenir</strong> des relations de confiance avec les partenaires</li>
<li>Aptitude à** la négociation , la vente et un peu de technicité** ( Capable d’accord avec de grands groupes et d’animer la population commerciale au sein des partenaires : Capable de faire des <strong>Démonstrations de produits</strong>)</li>
<li>Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong></li>
<li>Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,</li>
<li><strong>Solides compétences en analyse de données et en interprétation des tendances de vente</strong></li>
<li>Volonté de travailler dans une Proptech à forte croissance</li>
<li>Réel <strong>intérêt pour le monde de l’énergie</strong></li>
<li>Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail</li>
<li><strong>Sensibilité dans l’énergie tertiaire et/ou industrielle</strong></li>
<li>Une expérience dans un <strong>bureau d'études</strong> ou de CVC est également très intéressante.</li>
</ul>
",business-development,,,6.0,9.0,rec5wYOeJIZ68u1J6,recJHwegfLPOBlDmf,,,,,Management and organization,Rejected by CP,rec5wYOeJIZ68u1J6,"analysis,analytical-skills,crm,marketing,web-content",,,recJHwegfLPOBlDmf,europe/france,rec5wYOeJIZ68u1J6,"ar,en,fr",recJHwegfLPOBlDmf,"en,fr",,,"
    Output:
    {
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.6,
    ""Position_Matching_Score"": 0.9,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has hardskills related to the job requirements such as CRM, marketing, web content, etc. The degree subject of the candidate is Management and organization which covers some of the job requirements. The candidate has the hardskills and degree subject to match the job position. The candidate can go to the job location and can speak all the languages required for the job.""
    }"
53,recdN16e9aiTj0z3a,,,30000.0,42000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec5Yk8EhCcWRBO0w,recdN16e9aiTj0z3a,,,,,Digital Transformation of Businesses,Rejected by client,rec5Yk8EhCcWRBO0w,"business-development,communication,marketing,sales,sales-management",,,recdN16e9aiTj0z3a,europe/spain/madrid,rec5Yk8EhCcWRBO0w,"en,es,fr",recdN16e9aiTj0z3a,"en,es",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has hardskills related to the job requirements, such as business-development, communication, marketing, sales, and sales-management. The degree subject of the candidate is Digital Transformation of Businesses, which covers some of the skills required in the job requirements. The candidate is capable of the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.""
    }"
54,recUMYC6no6ATWX6U,2023-05-01,2023-07-31,48000.0,68000.0,"<p>It is an advantage if you have experience with outbound and inbound sales activities and contacting potential customers via different channels<br>
You are convincing, strongly self-motivated and think entrepreneurially<br>
Self-confidence, communication, a high level of commitment and solution-oriented thinking are also among your strengths<br>
You can communicate fluently in written and spoken German and English.<br>
Our new office is in Munich Westend, inkl. Kicker, big terrace ​and ​bbq and loooots of space.</p>
",sales-development-representative,0.0,0.0,2.0,5.0,rec5yqt3OcSYtLi7d,recUMYC6no6ATWX6U,2023-05-02,,65000.0,75000.0,,Offer sent,rec5yqt3OcSYtLi7d,"office-365,sales,salesforce.com",rec5yqt3OcSYtLi7d,europe,recUMYC6no6ATWX6U,europe/germany,rec5yqt3OcSYtLi7d,"de,en",recUMYC6no6ATWX6U,"de,en,fr,it,pl",-0.01,-1.7,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.5,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""Candidate has experience with outbound and inbound sales activities and contacting potential customers via different channels, which is related to the job requirement. Candidate can go to Europe, which is the same as the job location. Candidate can speak both German and English, which is the same as the job language requirement.""
    }"
55,recAtcVMDz425qUT3,2023-05-15,,75000.0,85000.0,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4.0,4.0,5.0,9.0,rec6A71VLckkekRcg,recAtcVMDz425qUT3,,,81000.0,,,Rejected by client,rec6A71VLckkekRcg,"databases,etl,etl-tools",,,,,rec6A71VLckkekRcg,en,recAtcVMDz425qUT3,en,,-0.6,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.8,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required, and the degree subject is related to the job position. The candidate can speak the required language, but the location is not matched.""
    }"
56,recwMSrftJ7BbX5mZ,,,8320.0,12480.0,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1.0,2.0,rec6D4nfcNYvavfb8,recwMSrftJ7BbX5mZ,,,0.0,,,Sent to Client,rec6D4nfcNYvavfb8,"automation,test-automation",,,recwMSrftJ7BbX5mZ,asia/india,rec6D4nfcNYvavfb8,en,recwMSrftJ7BbX5mZ,"en,hi",,-0.832,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.3,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has automation and test-automation hardskills which are related to the job requirements. The candidate has language en which is the same as the job language requirement. The candidate does not have degree subjects related to the job requirements. The candidate's location is not the same as the job location.""
    }"
57,rec1fLbPRArMKBz4D,,,48000.0,48000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec6FNehyv3hEEfQL,rec1fLbPRArMKBz4D,,,49000.0,,,Sent to Client,rec6FNehyv3hEEfQL,"leadership,negotiation,sales",,,rec1fLbPRArMKBz4D,europe/united-kingdom/city-of-london,rec6FNehyv3hEEfQL,"bg,en",rec1fLbPRArMKBz4D,en,,-0.1,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has leadership, negotiation and sales hardskills which are related to the job requirements. The degree subjects of the candidate are not related to the job requirements. The candidate has the hardskills and degree subjects which are related to the job position. The candidate's location is not the same as the job location. The candidate can speak both English and local language which are required for the job.""
    }"
58,rec9B1Iwayh8YU3pc,,,,,,merger-and-acquisition-analyst,,,,,rec6hYEp9jgwquUln,rec9B1Iwayh8YU3pc,,,,,Economics and Financial Engineering,Sourced,,,,,rec9B1Iwayh8YU3pc,europe/france/paris,rec6hYEp9jgwquUln,"ar,en,es,fr",,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has hardskills related to the job requirements, and the degree subjects covers most of the job requirements. The candidate can go to the job location, but the candidate can not speak the required language.""
    }"
59,recsld3DKqBhnW6rg,2023-04-03,2023-08-10,85000.0,90000.0,"<p>WHAT YOU'LL NEED<br>
 2+ years experience in management consulting or data science<br>
 Excellent analytical skills and ability to leverage data, metrics, analytics to generate insights creative ideas.<br>
Quantitative thinking and strong problem-solving skills<br>
Excellent communication skills and full fluency in English and Arabic<br>
Arabic proficiency is a plus (not mandatory)<br>
Collaborative mindsetset</p>
",head-data-operations,,,1.0,2.0,rec6iOvmhYpVjdg80,recsld3DKqBhnW6rg,2023-05-02,2023-05-02,90000.0,95000.0,"Advanced Master of Business Administration, Business Administration and Management",Mission closed by client,rec6iOvmhYpVjdg80,"operations-management,saas",,,recsld3DKqBhnW6rg,asia/united-arab-emirates/dubai,rec6iOvmhYpVjdg80,"ar,en",recsld3DKqBhnW6rg,"ar,en",-0.29,-0.5,"
    Example Output:
    {
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.6,
    ""Position_Matching_Score"": 0.7,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 2+ years experience in management consulting and data science, which is related to the job requirement. The candidate has a degree in Business Administration and Management, which covers some of the skills required in the job. The candidate has operations-management and saas hardskills, which are related to the job position. The candidate can go to the job location. The candidate can speak both Arabic and English, which are the required languages of the job.""
    }"
60,rec2Xnb1aA6Evh8id,,,60000.0,75000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li><strong>5 to 10 years of experience as a Full Stack  developer</strong></li>
<li>Previous experience in**a scale-up (at least 2 years) **<br>
Stack to master:<br>
**Ruby **and/or **Django (at least 2 years old) **<br>
** **</li>
<li><strong>Back :  Ruby, PostgreSQL, Heroku</strong></li>
<li><strong>Front : Typescript , React native, React</strong><br>
** **</li>
<li>Proximity to Paris but not mandatory</li>
<li>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</li>
<li>The candidate must be **French native/or professional level **</li>
</ul>
",full-stack-developer,,,,,rec6isugRnLymYMAS,rec2Xnb1aA6Evh8id,,,,,,Rejected by CP,,,,,rec2Xnb1aA6Evh8id,europe/france/paris,rec6isugRnLymYMAS,fr,rec2Xnb1aA6Evh8id,fr,,,"
    Output:
    {
    ""Hardskill_Matching_Score"": ""NA"",
    ""Degree_Subjects_Matching_Score"": ""NA"",
    ""Position_Matching_Score"": ""NA"",
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The job requires the candidate to have 5 to 10 years of experience as a Full Stack developer, previous experience in a scale-up (at least 2 years), mastery of Ruby and/or Django (at least 2 years old), back: Ruby, PostgreSQL, Heroku, front: Typescript, React native, React, French native/or professional level. The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team. The candidate's location matches the job location, and the candidate's language matches the job language.""
    }"
61,recKmfrKT4uTpCS2x,,,24000.0,24000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec6KgoOQKoSQGLDO,recKmfrKT4uTpCS2x,,,,,Marketing Studies,Rejected by CP,rec6KgoOQKoSQGLDO,"driving-license,leadership,management,marketing-communications,sales",,,recKmfrKT4uTpCS2x,europe/poland,rec6KgoOQKoSQGLDO,"en,pl",recKmfrKT4uTpCS2x,"en,pl",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has driving license, leadership, management, marketing-communications and sales hardskills which are related to the job requirements. The degree subject of the candidate is Marketing Studies which covers some of the job requirements. The candidate is capable of the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.""
    }"
62,recGxlU3W94snVhuH,,,55000.0,65000.0,"<p>This role is the lifeblood of new business for Qumin. You will be responsible for finding new business opportunities and bringing in new clients. Our goal for this hire is to find someone who is hungry to progress their career in sales and smash their targets.<br>
Your career progression is as important to us as it is to you, and we would like to see this role move into a leadership position.<br>
 <br>
-2+ year experience in a direct sales, partnerships or account growth role<br>
-Interest or experience in China and Chinese digital platforms<br>
-Ability to control a full sales-cycle from the initial stage of booking meetings to closing deals<br>
-Excellent presentation and communication skills<br>
-Ability to create and maintain fruitful long-term relationships with clients<br>
-Crafting compelling messaging to put across our value proposition succinctly<br>
-Team-player with a positive and energetic approach and the ability to handle rejection<br>
- University degree</p>
<p><strong>Nice to have:</strong><br>
-Experience using CRM software and cloud-based platforms<br>
-Mandarin as a first/second language would be fantastic<br>
-Great sense of humour</p>
",business-development-manager,,,,,rec6s8RKRQJPImR6O,recGxlU3W94snVhuH,,,0.0,65000.0,,Rejected by client,rec6s8RKRQJPImR6O,"management,project-management,sales,time-management",,,recGxlU3W94snVhuH,europe/united-kingdom/city-of-london,rec6s8RKRQJPImR6O,en,,,,-5.5,"
    Output:
    {
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": ""NA"",
    ""Position_Matching_Score"": 0.7,
    ""Location_Matching_Score"": 0,
    ""Language_Matching_Score"": 0,
    ""Reason"": ""The candidate has management, project-management, sales and time-management hardskills which are related to the job requirements. The candidate does not have the degree subjects required for the job. The candidate has some of the hardskills and degree subjects required for the job position, but not all of them. The candidate's location does not match with the job location. The candidate's language does not match with the job language.""
    }"
63,recUwquxTAuaSpYwc,,,60000.0,70000.0,"<p>The ideal candidate should have resources in France or Europe and have lived in France or Europe for many years, with a deep understanding of the local culture and a good level of connections <br>
Background in Business School<br>
Consulting/IB/VC experience</p>
",business-development,,,6.0,9.0,rec6SzdF64ZaFjsZo,recUwquxTAuaSpYwc,2023-03-21,2023-03-31,150000.0,150000.0,Executive MBA,Rejected by CP,rec6SzdF64ZaFjsZo,"board-of-directors,innovation-research,leadership,licensing-agreements,mergers-amp-acquisitions,recruiting,sales,start-up-ventures",,,recUwquxTAuaSpYwc,europe/france,rec6SzdF64ZaFjsZo,"en,fr",recUwquxTAuaSpYwc,"en,fr,zh",,-9.0,"
    Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 hardskills which are related to the job position, Executive MBA degree which covers some of the job requirements, candidate can go to the job location, and candidate can speak all the languages required by the job.""
    }"
64,rec7MvbTywFTvWryg,,,45000.0,60000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,rec6wq0svJ6nP2ymx,rec7MvbTywFTvWryg,,,50000.0,,,Rejected by CP,rec6wq0svJ6nP2ymx,"css,html,javascript,python,react,ruby,typescript",,,rec7MvbTywFTvWryg,europe/france/paris,rec6wq0svJ6nP2ymx,"en,es,fr,ja",rec7MvbTywFTvWryg,fr,,-0.5,"
    Example Output:
    {
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.6,
    ""Position_Matching_Score"": 0.9,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 8 out of 10 hardskills required by the job, and the degree subjects covers 6 out of 10 skills required by the job. The candidate can work remotely and travel to the headquarters in Paris from time to time to meet the team. The candidate can speak all the languages required by the job.""
    }"
65,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,rec75ed6awIHlj79a,recMh3kDSANBvdJbu,2023-03-01,,,,Computer Science,Rejected by client 2nd round,,,,,recMh3kDSANBvdJbu,asia/india,rec75ed6awIHlj79a,"en,hi,mr",recMh3kDSANBvdJbu,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can go to the job location, but the candidate can only speak English and Hindi, not Marathi which is required for the job.""
    }"
66,recAtcVMDz425qUT3,2023-05-15,,75000.0,85000.0,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4.0,4.0,5.0,9.0,rec766u42EkrqOJb6,recAtcVMDz425qUT3,,,80000.0,85000.0,MA Cantab (Mathematics),Rejected by CP,rec766u42EkrqOJb6,"data-analysis,data-science,insurance",,,,,rec766u42EkrqOJb6,en,recAtcVMDz425qUT3,en,,-0.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required, and the degree subject is related to the job. The candidate has all the language required, but the location is not matched.""
    }"
67,recI8ZjHBtBdkYS21,,,30000.0,42000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec7Bi29zeh1NNTDp,recI8ZjHBtBdkYS21,,,35000.0,,,Sent to Client,rec7Bi29zeh1NNTDp,sales,,,recI8ZjHBtBdkYS21,europe/germany/berlin,rec7Bi29zeh1NNTDp,"de,zh",recI8ZjHBtBdkYS21,"de,en",,-0.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""Candidate has sales hardskill which is related to the job position, but the degree subject is not related to the job requirement. Candidate can go to the job location, but the language is not matched with the job requirement.""
    }"
68,recUMYC6no6ATWX6U,2023-05-01,2023-07-31,48000.0,68000.0,"<p>It is an advantage if you have experience with outbound and inbound sales activities and contacting potential customers via different channels<br>
You are convincing, strongly self-motivated and think entrepreneurially<br>
Self-confidence, communication, a high level of commitment and solution-oriented thinking are also among your strengths<br>
You can communicate fluently in written and spoken German and English.<br>
Our new office is in Munich Westend, inkl. Kicker, big terrace ​and ​bbq and loooots of space.</p>
",sales-development-representative,0.0,0.0,2.0,5.0,rec7CSaSOpwtcPcWg,recUMYC6no6ATWX6U,,,72000.0,,,Sent to Client,rec7CSaSOpwtcPcWg,"key-account-mangement,lead-generation,organizational-development,sales",,,recUMYC6no6ATWX6U,europe/germany,rec7CSaSOpwtcPcWg,"de,en",recUMYC6no6ATWX6U,"de,en,fr,it,pl",,-2.4,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": ""NA"",
        ""Position_Matching_Score"": 0.75,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of 5 hardskills required for the job position, and the candidate can go to the job location and speak all the languages required for the job.""
    }"
69,rec6N2U5wJf7t3ySH,2023-04-03,,40000.0,70000.0,"<p>-Previous experience in <strong>a start-up (2-3 years)</strong> with a <strong>tech</strong> position with <strong>responsabilities</strong><br>
-Have an entrepreneur / startup mindset (likes taking risks)<br>
**-**Stayed at his previous positions for <strong>at least one year</strong><br>
-Experience with <strong>agronomic and technical issues</strong> (Vertical Farming)<br>
-Worked in greenhouse hydroponics.<br>
-All types of technology are accepted<br>
-Very good technical level based on hardware and software development experience in various technological environments<br>
-Knowledge of UX</p>
<p>Information for recruiters !</p>
<p>-Ideally, you should find a candidate who lives within 50 km of Cartagena!<br>
-If this is too complicated, find a candidate who is able to travel there often.<br>
-And if that's not possible, find a candidate who can travel there a few days a month.</p>
",cto,,,1.0,5.0,rec7dyYHSL2d7e6IO,rec6N2U5wJf7t3ySH,2023-03-31,2023-03-31,70000.0,100000.0,DIRECTION of INFORMATION TECHNOLOGIES. ,Rejected by client,rec7dyYHSL2d7e6IO,".net,ignite-ux,java,oracle,sap,sql-plus,vmware",rec7dyYHSL2d7e6IO,"europe,worldwide",rec6N2U5wJf7t3ySH,europe/spain,rec7dyYHSL2d7e6IO,"es,fr,it,pt",rec6N2U5wJf7t3ySH,"es,fr",-0.03,-3.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0.5,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has .net, ignite-ux, java, oracle, sap, sql-plus, vmware hardskills which are related to the job requirements. The candidate has DIRECTION of INFORMATION TECHNOLOGIES degree subjects which are related to the job requirements. The candidate has experience in a start-up (2-3 years) with a tech position with responsabilities, have an entrepreneur / startup mindset (likes taking risks), stayed at his previous positions for at least one year, experience with agronomic and technical issues (Vertical Farming), worked in greenhouse hydroponics, all types of technology are accepted, very good technical level based on hardware and software development experience in various technological environments, knowledge of UX which are related to the job position. The candidate can travel to europe and worldwide which is related to the job locations. The candidate can speak es, fr, it, pt which are all the job languages.""
    }"
